# 121 point Hankel filter, J0 and J1
# ==================================
#
# Designed and tested for dipole antenna radiation in a conductive medium.
#
#
# > Kong, F. N, 2007;
# > Hankel transform filters for dipole antenna radiation in a conductive
# > medium;
# > Geophysical Prospecting, 55(1), 83-89;
# > DOI: 10.1111/j.1365-2478.2006.00585.x
#
#
# These filter values are available from
#
#   http://www.em-earth-consulting.no
#
# in the three files YBASE121.dat, J0K121.dat, and J1K121.dat.
# Please consult the original source for more details.
#
#
# Copyright 2007 Fannian Kong
#
# This work is licensed under a CC BY 4.0 license.
# <http://creativecommons.org/licenses/by/4.0/>.
#
# This file is part of libdlf.
#
#
# base                     j0                       j1
1.9885682491564729e+01   4.1669469785897478e-01   2.9613984212416533e-01
2.2309218975275826e+01  -3.8746305352335819e-01  -2.5577176944819074e-02
2.5028120181337815e+01   2.4494648145680814e-01  -9.9525029843826690e-02
2.8078383223801051e+01  -1.2494432093301468e-01   1.1347854243597852e-01
3.1500392308747937e+01   5.6623704291934376e-02  -8.7204036114652397e-02
3.5339453404279688e+01  -2.4422912005250250e-02   5.8226255619279292e-02
3.9646394072572605e+01   1.0546622665155797e-02  -3.6883375167178621e-02
4.4478236405528754e+01  -4.7164930460653993e-03   2.3021285157529506e-02
4.9898951973407868e+01   2.2239210348696040e-03  -1.4375628722401815e-02
5.5980308781644155e+01  -1.1112568714436552e-03   9.0237392744176772e-03
6.2802821449201709e+01   5.8623849306147836e-04  -5.6969386329969772e-03
7.0456817188432538e+01  -3.2371481890903825e-04   3.6146490050027961e-03
7.9043631699564457e+01   1.8516534379096563e-04  -2.3030074382742690e-03
8.8676950812960627e+01  -1.0858319212643027e-04   1.4726883339263065e-03
9.9484315641933861e+01   6.4653084189876281e-05  -9.4515928495026650e-04
1.1160881117370802e+02  -3.8733129356665885e-05   6.0913472182886252e-04
1.2521096065476522e+02   2.3124613983496482e-05  -3.9467913721300099e-04
1.4047085085144619e+02  -1.3593265028285278e-05   2.5756984272807789e-04
1.5759051632336701e+02   7.7226585608530268e-06  -1.6970914383967808e-04
1.7679661427643231e+02  -4.0941184416352728e-06   1.1317330787388945e-04
1.9834342540938118e+02   1.8578931549417668e-06  -7.6493433852811981e-05
2.2251622048381586e+02  -4.9885201653307130e-07   5.2337311186417404e-05
2.4963503718969392e+02  -2.9669295903973297e-07  -3.6072348136781267e-05
2.8005891731040066e+02   7.2005338190127765e-07   2.4847205794977743e-05
3.1419066028569421e+02  -8.9038493548159272e-07  -1.6954676816358357e-05
3.5248215610770893e+02   8.8868839302693829e-07   1.1370634951567925e-05
3.9544036815532411e+02  -7.7878715022764851e-07  -7.4452601658677115e-06
4.4363404517712638e+02   6.1518900846996585e-07   4.7280436641109142e-06
4.9770125128680706e+02  -4.4159321883066467e-07  -2.8859162979423948e-06
5.5835781366498543e+02   2.8741104780859982e-07   1.6691593098206021e-06
6.2640679981148924e+02  -1.6745354865744502e-07  -8.9400895772153075e-07
7.0274914982295252e+02   8.4959064735970960e-08   4.2755247064623627e-07
7.8839560446263238e+02  -3.5626208459379747e-08  -1.7204733141025195e-07
8.8448008694509986e+02   1.1120656477437054e-08   5.2194089326250459e-08
9.9227471560502624e+02  -1.9689609552964338e-09  -9.0671074377795857e-09
